train_loss,train_acc,test_loss,test_acc,lr
0.5626838607406616,81.41,0.20025360627174377,93.31,9.938441702975689e-05
0.45634189855575563,84.632,0.19311844637393952,93.98,9.755282581475769e-05
0.4528879427027702,84.528,0.1748966430425644,94.21,9.45503262094184e-05
0.4651303014087677,84.242,0.25718305294513705,91.74,9.045084971874738e-05
0.4651358117246628,83.99,0.21124538016319275,92.99,8.535533905932738e-05
0.4664786955738068,84.14,0.24476632149219513,91.82,7.938926261462366e-05
0.4584912968635559,84.082,0.2311280590057373,92.15,7.269952498697734e-05
0.44535987134456634,84.652,0.1974699779033661,93.34,6.545084971874738e-05
0.44088945890426634,84.684,0.2053216986656189,92.84,5.782172325201156e-05
0.4199471918296814,85.614,0.2296806083202362,92.43,5.000000000000001e-05
0.3981296905326843,86.334,0.20537804617881775,93.42,4.217827674798848e-05
0.37714027950286866,87.03,0.18684347051382064,94.0,3.454915028125264e-05
0.3600149461603165,87.62,0.15368108304738998,94.76,2.730047501302267e-05
0.3337328127765656,88.492,0.1502008969426155,94.95,2.0610737385376356e-05
0.3077798209190369,89.274,0.15787963542938233,95.0,1.464466094067263e-05
0.28478487343788145,90.18,0.13552320553064345,95.63,9.549150281252635e-06
0.25770898439407347,91.09,0.1318009623169899,95.76,5.4496737905816115e-06
0.24830112145423888,91.422,0.12621118286848068,95.98,2.4471741852423237e-06
0.23368321236133577,91.9,0.11695740743875503,96.28,6.155829702431171e-07
0.226472023563385,92.258,0.11421458623409271,96.47,0.0
