train_loss,train_acc,test_loss,test_acc,lr
1.9974787573623658,25.088,1.6223980224609376,39.3,0.0002999814948722491
1.6865559540557862,37.62,1.4731509048461915,46.03,0.0002999259840548597
1.5851954104614259,42.026,1.358009114074707,50.77,0.0002998334812442955
1.5175875381088257,44.756,1.3065519668579102,52.9,0.0002997040092642407
1.474192480392456,46.494,1.2493790115356445,54.63,0.00029953760005996916
1.4365429264068603,48.168,1.2285712463378906,56.07,0.000299334294690462
1.4063924560546874,48.964,1.2002514678955079,56.99,0.00029909414331827697
1.3938141250991822,49.524,1.169244479370117,57.79,0.0002988172051971717
1.3689946920394898,50.886,1.192980111694336,57.52,0.00029850354865748363
1.3589023966217042,51.016,1.160009635925293,58.65,0.0002981532510892707
1.3406936392974853,52.04,1.1576834716796875,58.79,0.0002977663989232161
1.3271484601593018,52.344,1.161914186859131,58.54,0.0002973430876093033
1.3165007367324828,53.022,1.092211555480957,60.61,0.00029688342159326487
1.3016581106567382,53.26,1.1298672805786132,59.34,0.00029638751429081215
1.2870613050079345,53.944,1.0649310554504394,61.25,0.0002958554880596515
1.2803200048446655,54.132,1.0636657203674316,61.34,0.00029528747416929463
1.2647327996444702,54.652,1.0581778480529784,62.14,0.0002946836127686697
1.253058790588379,55.116,1.0518094718933106,61.9,0.0002940440528515414
1.2410807733154297,55.514,1.036539186859131,61.94,0.00029336895221974946
1.2380211753845214,55.812,1.0336039520263671,62.4,0.000292658477444273
1.2294868991470338,55.748,1.0364500343322753,62.11,0.00029191280382413173
1.219420147781372,56.342,1.0403872985839844,62.24,0.00029113211534313374
1.2116003503036499,56.692,0.9962543510437012,64.26,0.00029031660462448003
1.1948100868606568,57.038,0.9952599586486817,63.82,0.0002894664728832376
1.1901190207290648,57.488,0.998022444152832,63.94,0.0002885819298766929
1.186745170135498,57.7,1.0068153526306152,63.4,0.000287663193852597
1.1877937749481202,57.88,0.9771060317993164,64.22,0.00028671049149531664
1.1769003639602662,57.984,1.0008461029052735,64.74,0.0002857240578699028
1.1676759323120116,58.592,0.9890912307739258,64.49,0.00028470413636409215
1.1624410962677,58.478,0.971776830291748,64.59,0.00028365097862825497
1.1578527747726441,58.62,0.9689348861694336,65.31,0.00028256484451330387
1.1540059996795655,58.59,0.9673984237670898,64.66,0.00028144600200657934
1.1444076259613036,59.136,0.9566907325744629,65.38,0.0002802947271657285
1.1421175077056884,59.17,1.0183372108459472,63.57,0.00027911130405059136
1.1336307876968383,59.61,0.9416292999267578,65.99,0.00027789602465311367
1.1327488053131103,59.724,0.9419492904663086,66.36,0.0002766491888253021
1.1268831907272339,59.56,0.9718795455932617,65.36,0.00027537110420524036
1.1219730432510375,60.064,0.9178609199523926,66.91,0.0002740620861411841
1.1135308622932434,60.164,0.9941415161132813,64.1,0.00027272245761375335
1.1074416144561767,60.532,0.9231965293884278,66.71,0.00027135254915624195
1.1052677587127686,60.732,0.9030889961242676,67.66,0.00026995269877306345
1.1006550668144226,60.62,0.9584177734375,65.83,0.0002685232518563534
1.096031840209961,61.07,0.8834012306213379,68.07,0.0002670645611007493
1.0868069843673707,61.39,0.9045987754821777,67.79,0.00026557698641636824
1.088131420059204,61.33,0.8936885757446289,67.83,0.0002640608948400045
1.07887759349823,61.6,0.858160905456543,69.46,0.0002625166604445688
1.0736219136047362,61.782,0.8836786552429199,68.05,0.0002609446642467913
1.075411170578003,61.59,0.868299545288086,69.14,0.00025934529411321156
1.0669209401702882,62.074,0.8848374206542968,68.2,0.00025771894466447814
1.0715160869598388,61.882,0.8645127273559571,69.12,0.0002560660171779819
1.0580329666900634,62.292,0.8809068412780762,68.69,0.00025438691948884693
1.059793064994812,62.22,0.9011259414672852,67.99,0.00025268206588930313
1.0552744985198974,62.3,0.8774692451477051,68.94,0.0002509518770264658
1.0459847388076782,63.01,0.8562869789123535,69.42,0.00024919677979854754
1.0457940321350097,63.068,0.855859546661377,69.57,0.0002474172072495273
1.0437382065963745,62.946,0.8496419311523438,69.96,0.0002456135984623032
1.0433321243286133,62.8,0.8698178741455078,69.05,0.00024378639845035554
1.038742566947937,63.144,0.8445562370300292,70.13,0.00024193605804794622
1.033249866924286,63.364,0.8675948051452637,68.59,0.00024006303379888233
1.0282600142288207,63.538,0.8513485557556152,69.74,0.00023816778784387072
1.0257161560821533,63.566,0.8320243644714356,70.15,0.00023625078780649153
1.0257182247924805,63.69,0.8560152328491211,69.47,0.00023431250667781936
1.0198747570991515,63.622,0.8305209091186524,69.86,0.0002323534226997195
1.0129559715652465,64.204,0.8569390953063964,69.29,0.0002303740192468492
1.0130105321121217,64.22,0.8248451423645019,70.58,0.00022837478470739202
1.0090748816680908,64.068,0.8320556335449218,70.73,0.0002263562123625554
1.00695709941864,64.17,0.8105770133972168,71.07,0.00022431880026486085
1.0069175101470946,64.378,0.8031131973266602,71.3,0.000222263051115257
1.0064724444961548,64.162,0.8151551887512207,70.89,0.00022018947213908572
0.9996926297187805,64.554,0.8304232093811035,70.29,0.00021809857496093171
0.9963393520736694,64.526,0.8056202796936035,71.36,0.00021599087547838694
0.9880224905014038,64.9,0.8055507011413574,71.49,0.0002138668937347606
0.9897076835250854,64.846,0.8177297203063965,71.09,0.00021172715379076603
0.9882427783203125,64.982,0.8053877090454101,71.13,0.00020957218359521677
0.988900262298584,64.816,0.7891876548767089,72.08,0.00020740251485476318
0.9867374542236328,64.848,0.7924403778076172,71.66,0.00020521868290270141
0.9858096062469482,65.246,0.8340102272033691,70.12,0.00020302122656688828
0.9793761715698243,65.384,0.8040725082397461,71.78,0.00020081068803679344
0.9737634106063843,65.548,0.8151154502868653,70.8,0.00019858761272972215
0.9703969036865234,65.622,0.8038242462158203,71.21,0.00019635254915624184
0.9598120490646362,65.87,0.7825290557861329,72.36,0.00019410604878484532
0.9620024705505371,65.926,0.7949193199157715,71.58,0.00019184866590588414
0.9574480151367187,66.02,0.8172930473327636,70.89,0.00018958095749480565
0.958925085105896,66.418,0.7754860145568848,72.56,0.00018730348307472792
0.9559957973480224,66.134,0.8041854766845703,71.6,0.00018501680457838556
0.9551767158508301,66.212,0.7624277580261231,73.0,0.00018272148620948115
0.9477878341293335,66.434,0.7728084205627441,72.54,0.00018041809430347666
0.9468535589599609,66.534,0.7956723304748535,71.45,0.00017810719718785848
0.9462049324417114,66.306,0.7972485794067383,71.81,0.00017578936504191118
0.9427946977615357,66.692,0.7719238525390625,72.73,0.0001734651697560344
0.9407815077209473,66.676,0.7581717597961426,73.16,0.00017113518479063719
0.9390539182662964,66.75,0.7756395538330079,72.54,0.00016879998503464543
0.9334653631973266,66.922,0.7746442497253418,72.65,0.00016646014666365656
0.9414105198287964,66.746,0.7651893440246582,73.19,0.00016411624699777693
0.9319037276077271,66.728,0.7405199775695801,73.89,0.00016176886435917653
0.9287376671981812,67.006,0.7540325309753418,73.44,0.00015941857792939681
0.9265283281135559,67.078,0.7511400276184083,73.48,0.00015706596760644618
0.9217358592224121,67.246,0.7522560012817383,73.46,0.00015471161386171903
0.9233140510940552,67.35,0.7452056335449219,73.43,0.0001523560975967729
0.918937463760376,67.386,0.737877368927002,73.82,0.0001499999999999998
0.9176427825927734,67.504,0.7380852256774902,74.07,0.00014764390240322672
0.9204242460060119,67.352,0.7452346694946289,73.43,0.00014528838613828057
0.9103369000625611,67.794,0.744942512512207,73.38,0.0001429340323935534
0.907178506641388,67.952,0.7292759895324707,74.11,0.0001405814220706028
0.9109405738449097,67.828,0.754029504776001,73.73,0.0001382311356408231
0.9064637157821656,67.894,0.7483441833496094,73.5,0.00013588375300222267
0.9025536663436889,68.124,0.7492119522094727,73.04,0.00013353985333634303
0.8976310279846191,68.37,0.7173679084777832,74.54,0.0001312000149653542
0.8968312157058715,68.392,0.7583599563598633,72.82,0.00012886481520936246
0.8919381216430664,68.494,0.7179332870483398,74.45,0.00012653483024396522
